+--------------------+-----------+---------------+----------------+--------------+
|        Word        | Term Freq | Document Freq | Adjacency Freq | Keyword Freq |
|        sql         |     2     |       2       |       2        |      2       |
|     integrity      |     2     |       2       |       2        |      2       |
|        pose        |     2     |       2       |       2        |      0       |
|       walks        |     2     |       2       |       2        |      0       |
|     conducted      |     1     |       1       |       1        |      0       |
|      clarity       |     2     |       2       |       2        |      0       |
|         er         |     4     |       2       |       2        |      0       |
|        uml         |     4     |       2       |       2        |      2       |
|        main        |     7     |       5       |       5        |      0       |
|    cardinality     |     2     |       2       |       2        |      2       |
|    optionality     |     2     |       2       |       2        |      2       |
|       carry        |     1     |       1       |       1        |      0       |
|         go         |     1     |       1       |       1        |      0       |
|       credit       |     1     |       1       |       1        |      1       |
|      capital       |     10    |       4       |       4        |      8       |
|     attributes     |     1     |       1       |       1        |      0       |
|       rapid        |     4     |       2       |       2        |      3       |
|      european      |     2     |       2       |       2        |      0       |
|       means        |     2     |       2       |       2        |      0       |
|     clientele      |     2     |       2       |       2        |      0       |
|     practising     |     1     |       1       |       1        |      0       |
|      concepts      |     1     |       1       |       1        |      0       |
|       force        |     1     |       1       |       1        |      0       |
|    synthesizes     |     2     |       2       |       2        |      0       |
|    significant     |     1     |       1       |       1        |      0       |
|     preferred      |     1     |       1       |       1        |      0       |
|      explored      |     1     |       1       |       1        |      0       |
|     thesaurus      |     4     |       1       |       1        |      1       |
|     definition     |     1     |       1       |       1        |      0       |
|     discipline     |     1     |       1       |       1        |      0       |
|        iso         |     1     |       1       |       1        |      1       |
|      unisist       |     1     |       1       |       1        |      1       |
|     considered     |     1     |       1       |       1        |      0       |
|      defines       |     2     |       2       |       2        |      0       |
|     enumerates     |     1     |       1       |       1        |      0       |
|    initiatives     |     1     |       1       |       1        |      0       |
|      mosfets       |     1     |       1       |       1        |      0       |
|      material      |     1     |       1       |       1        |      1       |
|        sige        |     5     |       1       |       1        |      1       |
|      constant      |     1     |       1       |       1        |      1       |
|      feedback      |     3     |       1       |       1        |      3       |
|        step        |     1     |       1       |       1        |      1       |
|      loading       |     6     |       2       |       2        |      6       |
|      harmonic      |     1     |       1       |       1        |      1       |
|     functions      |     1     |       1       |       1        |      0       |
|       holes        |     2     |       2       |       2        |      2       |
|    sensitivity     |     4     |       2       |       2        |      2       |
|        add         |     8     |       2       |       2        |      2       |
|     individual     |     2     |       2       |       2        |      0       |
|     uncertain      |     2     |       1       |       1        |      1       |
|      lattice       |     2     |       1       |       1        |      2       |
|     structure      |     2     |       2       |       2        |      1       |
|        bank        |     3     |       2       |       2        |      1       |
|        pass        |     1     |       1       |       1        |      1       |
|      directly      |     2     |       2       |       2        |      0       |
|      oriented      |     2     |       2       |       2        |      0       |
|       drive        |     5     |       4       |       4        |      1       |
|        flux        |     3     |       1       |       1        |      2       |
|     equations      |     1     |       1       |       1        |      2       |
|     regulators     |     1     |       1       |       1        |      1       |
|   uncertainties    |     2     |       1       |       1        |      1       |
|      alleges       |     2     |       2       |       2        |      0       |
|      interest      |     2     |       2       |       2        |      0       |
|    considerable    |     2     |       2       |       2        |      0       |
|     publicized     |     2     |       2       |       2        |      0       |
|      brought       |     2     |       2       |       2        |      0       |
|     stochastic     |     4     |       2       |       2        |      3       |
|    controllers     |     6     |       2       |       2        |      2       |
|     respective     |     1     |       1       |       1        |      0       |
|       rated        |     1     |       1       |       1        |      0       |
|       motor        |     4     |       1       |       1        |      3       |
|     harmonics      |     1     |       1       |       1        |      2       |
|     inverters      |     1     |       1       |       1        |      1       |
|       count        |     1     |       1       |       1        |      1       |
|    restrictions    |     1     |       1       |       1        |      0       |
|        fed         |     1     |       1       |       1        |      0       |
|     converter      |     1     |       1       |       1        |      0       |
|       extra        |     2     |       1       |       1        |      0       |
|     multilevel     |     3     |       1       |       1        |      2       |
|       reach        |     1     |       1       |       1        |      0       |
|       torque       |     2     |       1       |       1        |      2       |
|    distortions     |     1     |       1       |       1        |      1       |
|      voltage       |     2     |       1       |       1        |      2       |
|      dynamics      |     1     |       1       |       1        |      1       |
|       facts        |     1     |       1       |       1        |      0       |
|      algebra       |     1     |       1       |       1        |      1       |
|      theorems      |     3     |       1       |       1        |      0       |
|     generalize     |     1     |       1       |       1        |      0       |
|   sophisticated    |     4     |       2       |       2        |      0       |
|       minima       |     1     |       1       |       1        |      1       |
|      measure       |     2     |       2       |       2        |      0       |
|       gender       |     9     |       3       |       3        |      4       |
|     ownership      |     2     |       2       |       2        |      2       |
|      appeared      |     2     |       2       |       2        |      0       |
|       cheng        |     1     |       1       |       1        |      0       |
|        dial        |     3     |       1       |       1        |      1       |
|      involve       |     3     |       2       |       2        |      0       |
|     requesting     |     1     |       1       |       1        |      0       |
|    destination     |     1     |       1       |       1        |      0       |
|       differ       |     1     |       1       |       1        |      0       |
|      unifies       |     1     |       1       |       1        |      0       |
|    consecutive     |     3     |       1       |       1        |      0       |
|      cycling       |     2     |       1       |       1        |      1       |
|     degeneracy     |     1     |       1       |       1        |      1       |
|    researchers     |     1     |       1       |       1        |      0       |
|       pivot        |     3     |       1       |       1        |      1       |
|       begins       |     1     |       1       |       1        |      0       |
|    progressive     |     1     |       1       |       1        |      0       |
|       remain       |     1     |       1       |       1        |      0       |
|     comparable     |     1     |       1       |       1        |      0       |
|      monitors      |     1     |       1       |       1        |      1       |
|        ctx         |     1     |       1       |       1        |      1       |
|        eizo        |     1     |       1       |       1        |      1       |
|       hansol       |     1     |       1       |       1        |      1       |
|      hitachi       |     2     |       1       |       1        |      2       |
|       liyama       |     1     |       1       |       1        |      1       |
|         lg         |     1     |       1       |       1        |      1       |
|        plus        |     1     |       1       |       1        |      1       |
|        nec         |     1     |       1       |       1        |      1       |
|      samsung       |     1     |       1       |       1        |      1       |
|        sony        |     1     |       1       |       1        |      1       |
|    outsourcers     |     1     |       1       |       1        |      1       |
|        been        |     1     |       1       |       1        |      0       |
|      history       |     1     |       1       |       1        |      0       |
|       update       |     1     |       1       |       1        |      0       |
|        out         |     4     |       4       |       4        |      0       |
|      comeback      |     1     |       1       |       1        |      0       |
|      changing      |     1     |       1       |       1        |      0       |
|     according      |     1     |       1       |       1        |      0       |
|      appears       |     1     |       1       |       1        |      0       |
|       shared       |     2     |       1       |       1        |      0       |
|      planning      |     5     |       2       |       2        |      3       |
|       owners       |     9     |       1       |       1        |      1       |
|    constraints     |     5     |       2       |       2        |      5       |
|        rip         |     1     |       1       |       1        |      1       |
|        ospf        |     1     |       1       |       1        |      1       |
|     multimedia     |     1     |       1       |       1        |      1       |
|      distance      |     1     |       1       |       1        |      1       |
|      unifying      |     1     |       1       |       1        |      0       |
|    integration     |     5     |       2       |       2        |      1       |
|         co         |     2     |       2       |       2        |      0       |
|      policing      |     1     |       1       |       1        |      0       |
|      telecom       |     3     |       2       |       2        |      2       |
|       really       |     1     |       1       |       1        |      0       |
|      branding      |     1     |       1       |       1        |      1       |
|     telephony      |     1     |       1       |       1        |      1       |
|    frantically     |     1     |       1       |       1        |      0       |
|     recyclable     |     1     |       1       |       1        |      1       |
|     disposable     |     2     |       1       |       1        |      1       |
|    perspectives    |     2     |       1       |       1        |      1       |
|   introductions    |     1     |       1       |       1        |      0       |
|      propose       |     2     |       2       |       2        |      0       |
|        says        |     1     |       1       |       1        |      0       |
|       mania        |     1     |       1       |       1        |      0       |
|    questioning     |     1     |       1       |       1        |      0       |
|      already       |     2     |       2       |       2        |      0       |
|       effect       |     2     |       2       |       2        |      0       |
|        went        |     1     |       1       |       1        |      0       |
|    fashionable     |     1     |       1       |       1        |      0       |
|        look        |     2     |       2       |       2        |      0       |
|     physiology     |     2     |       1       |       1        |      1       |
|      arterial      |     2     |       1       |       1        |      2       |
|     resistance     |     1     |       1       |       1        |      1       |
|        upon        |     1     |       1       |       1        |      0       |
|       tools        |     1     |       1       |       1        |      0       |
|        auto        |     3     |       1       |       1        |      1       |
|      connects      |     1     |       1       |       1        |      0       |
|        user        |     3     |       1       |       1        |      0       |
|     anatomical     |     1     |       1       |       1        |      1       |
|     landmarks      |     1     |       1       |       1        |      1       |
|       tends        |     1     |       1       |       1        |      0       |
|       yields       |     2     |       2       |       2        |      0       |
|      linking       |     1     |       1       |       1        |      0       |
|       unlike       |     1     |       1       |       1        |      0       |
|      outboard      |     2     |       1       |       1        |      1       |
|       being        |     2     |       2       |       2        |      0       |
|       rages        |     1     |       1       |       1        |      0       |
|       stand        |     1     |       1       |       1        |      0       |
|       grave        |     1     |       1       |       1        |      0       |
|      patterns      |     4     |       2       |       2        |      1       |
|      induced       |     9     |       4       |       4        |      2       |
|     successive     |     2     |       1       |       1        |      0       |
|       logic        |     9     |       3       |       3        |      6       |
|   interconnected   |     2     |       1       |       1        |      1       |
|   transmissions    |     1     |       1       |       1        |      0       |
|       clean        |     1     |       1       |       1        |      0       |
|      reaching      |     1     |       1       |       1        |      0       |
|       liang        |     3     |       1       |       1        |      0       |
|   communicating    |     1     |       1       |       1        |      0       |
|      ensemble      |     2     |       1       |       1        |      0       |
|       qubit        |     1     |       1       |       1        |      1       |
|     dynamical      |     2     |       2       |       2        |      1       |
|     imitating      |     1     |       1       |       1        |      0       |
|    computation     |     3     |       2       |       2        |      2       |
|    conceptually    |     1     |       1       |       1        |      0       |
|     gracefully     |     1     |       1       |       1        |      0       |
|       caches       |     1     |       1       |       1        |      1       |
|     visibility     |     8     |       1       |       1        |      3       |
|       shadow       |     1     |       1       |       1        |      1       |
|       color        |     4     |       1       |       1        |      3       |
|   predetermined    |     1     |       1       |       1        |      0       |
|       offer        |     1     |       1       |       1        |      0       |
|     filtering      |     1     |       1       |       1        |      1       |
|  multiresolution   |     2     |       1       |       1        |      1       |
|     assemblies     |     1     |       1       |       1        |      1       |
|      dramatic      |     1     |       1       |       1        |      0       |
|        she         |     2     |       2       |       2        |      0       |
|       works        |     1     |       1       |       1        |      0       |
|        fund        |     1     |       1       |       1        |      0       |
|       depth        |     1     |       1       |       1        |      0       |
|      appended      |     1     |       1       |       1        |      0       |
|        tty         |     2     |       2       |       2        |      2       |
|    sightreading    |     1     |       1       |       1        |      1       |
|     accessible     |     3     |       2       |       2        |      1       |
|       voice        |     1     |       1       |       1        |      1       |
|       sites        |     2     |       1       |       1        |      1       |
|      braille       |     1     |       1       |       1        |      1       |
|     requiring      |     1     |       1       |       1        |      0       |
|     beginning      |     1     |       1       |       1        |      0       |
|       mostly       |     1     |       1       |       1        |      0       |
|      veteran       |     1     |       1       |       1        |      1       |
|    domesticated    |     2     |       1       |       1        |      0       |
|      children      |     1     |       1       |       1        |      1       |
|       women        |     13    |       4       |       4        |      5       |
|       hosted       |     1     |       1       |       1        |      0       |
|       casual       |     1     |       1       |       1        |      0       |
|      promote       |     1     |       1       |       1        |      0       |
|      consumer      |     1     |       1       |       1        |      1       |
|      fitting       |     1     |       1       |       1        |      0       |
|     leveraging     |     1     |       1       |       1        |      0       |
|      realize       |     1     |       1       |       1        |      0       |
|     enforcing      |     1     |       1       |       1        |      0       |
|       icann        |     6     |       1       |       1        |      1       |
|      emerging      |     1     |       1       |       1        |      0       |
|       values       |     1     |       1       |       1        |      0       |
|     relatively     |     1     |       1       |       1        |      0       |
|    fundamental     |     1     |       1       |       1        |      0       |
|     mobilizing     |     1     |       1       |       1        |      0       |
|       flies        |     1     |       1       |       1        |      0       |
|       italy        |     5     |       1       |       1        |      1       |
|       reveal       |     2     |       2       |       2        |      0       |
|        gain        |     1     |       1       |       1        |      0       |
|       wlans        |     1     |       1       |       1        |      0       |
|       newton       |     7     |       2       |       2        |      4       |
|    substitution    |     1     |       1       |       1        |      0       |
|      remember      |     1     |       1       |       1        |      0       |
|        bold        |     1     |       1       |       1        |      0       |
|     electrical     |     1     |       1       |       1        |      1       |
|     insulation     |     4     |       1       |       1        |      5       |
|     premature      |     1     |       1       |       1        |      1       |
|      sensors       |     3     |       2       |       2        |      2       |
|    electronics     |     1     |       1       |       1        |      1       |
|     tremendous     |     1     |       1       |       1        |      0       |
|    originating     |     1     |       1       |       1        |      0       |
|         y          |     7     |       1       |       1        |      0       |
|      iterated      |     1     |       1       |       1        |      0       |
|      addition      |     2     |       1       |       1        |      1       |
|        root        |     1     |       1       |       1        |      0       |
|    multiplicity    |     2     |       1       |       1        |      1       |
|       either       |     1     |       1       |       1        |      0       |
|    generalizing    |     1     |       1       |       1        |      0       |
|       prove        |     1     |       1       |       1        |      0       |
|    cliorequest     |     1     |       1       |       1        |      1       |
|      clioweb       |     1     |       1       |       1        |      1       |
|      reduced       |     1     |       1       |       1        |      0       |
|   technologists    |     1     |       1       |       1        |      1       |
|       funded       |     1     |       1       |       1        |      0       |
|      carrier       |     2     |       2       |       2        |      0       |
|     suppliers      |     2     |       1       |       1        |      1       |
|      esoteric      |     1     |       1       |       1        |      0       |
|     calculate      |     1     |       1       |       1        |      0       |
|       accept       |     1     |       1       |       1        |      0       |
|      reserves      |     4     |       1       |       1        |      2       |
|        yet         |     3     |       1       |       1        |      0       |
|    negotiation     |     1     |       1       |       1        |      1       |
|     compliance     |     1     |       1       |       1        |      1       |
|     litigation     |     1     |       1       |       1        |      1       |
|   investigations   |     1     |       1       |       1        |      0       |
|        cds         |     2     |       1       |       1        |      0       |
|      controls      |     1     |       1       |       1        |      0       |
|     translates     |     1     |       1       |       1        |      0       |
|      midtown       |     1     |       1       |       1        |      0       |
|     throughout     |     1     |       1       |       1        |      0       |
|     integrate      |     1     |       1       |       1        |      0       |
|    essentially     |     1     |       1       |       1        |      0       |
|        csps        |     3     |       1       |       1        |      2       |
|       unify        |     1     |       1       |       1        |      0       |
|       proof        |     3     |       1       |       1        |      1       |
|     soundness      |     1     |       1       |       1        |      0       |
|     heuristics     |     1     |       1       |       1        |      0       |
|    cryptosystem    |     1     |       1       |       1        |      1       |
|       brave        |     1     |       1       |       1        |      0       |
|    reinventing     |     2     |       1       |       1        |      0       |
|       layer        |     5     |       1       |       1        |      3       |
|        once        |     1     |       1       |       1        |      0       |
|        rays        |     1     |       1       |       1        |      0       |
|     estimates      |     1     |       1       |       1        |      0       |
|       detect       |     1     |       1       |       1        |      0       |
|      venture       |     2     |       2       |       2        |      1       |
|     leapfrogs      |     1     |       1       |       1        |      0       |
|        fell        |     1     |       1       |       1        |      0       |
|       added        |     1     |       1       |       1        |      0       |
|      budgets       |     2     |       2       |       2        |      0       |
|    maintaining     |     1     |       1       |       1        |      0       |
|       former       |     1     |       1       |       1        |      0       |
|     executive      |     1     |       1       |       1        |      0       |
|        gets        |     1     |       1       |       1        |      0       |
|       fuels        |     1     |       1       |       1        |      0       |
|      theories      |     1     |       1       |       1        |      0       |
|        fall        |     1     |       1       |       1        |      0       |
|     accelerate     |     1     |       1       |       1        |      0       |
|      chairman      |     1     |       1       |       1        |      0       |
|       eases        |     1     |       1       |       1        |      0       |
|       crunch       |     1     |       1       |       1        |      0       |
|      starved       |     1     |       1       |       1        |      0       |
|      fearing       |     1     |       1       |       1        |      0       |
|      science       |     3     |       1       |       1        |      1       |
|  recommendations   |     1     |       1       |       1        |      0       |
|    communities     |     3     |       2       |       2        |      2       |
|      engaged       |     1     |       1       |       1        |      0       |
|     noticeable     |     1     |       1       |       1        |      0       |
|      instill       |     1     |       1       |       1        |      0       |
|     colleagues     |     1     |       1       |       1        |      0       |
|      working       |     2     |       1       |       1        |      0       |
|      faculty       |     1     |       1       |       1        |      1       |
|    disciplines     |     1     |       1       |       1        |      0       |
|      colleges      |     2     |       1       |       1        |      0       |
|      exciting      |     1     |       1       |       1        |      0       |
|      loosely       |     1     |       1       |       1        |      0       |
|     regarding      |     1     |       1       |       1        |      0       |
|     experience     |     3     |       2       |       2        |      0       |
|       scene        |     1     |       1       |       1        |      0       |
|      student       |     1     |       1       |       1        |      0       |
|     australia      |     1     |       1       |       1        |      0       |
|     documented     |     1     |       1       |       1        |      0       |
|      entering      |     1     |       1       |       1        |      0       |
|       brief        |     2     |       2       |       2        |      0       |
|       mellon       |     2     |       1       |       1        |      1       |
|    particularly    |     1     |       1       |       1        |      0       |
|      program       |     1     |       1       |       1        |      0       |
|     hopefully      |     1     |       1       |       1        |      0       |
|    institutions    |     2     |       2       |       2        |      1       |
|      actively      |     1     |       1       |       1        |      0       |
|    steadfastly     |     1     |       1       |       1        |      0       |
|     decreasing     |     1     |       1       |       1        |      0       |
|      keeping       |     1     |       1       |       1        |      0       |
|       older        |     1     |       1       |       1        |      0       |
|      lacking       |     1     |       1       |       1        |      0       |
|       earned       |     1     |       1       |       1        |      0       |
|   undergraduate    |     2     |       1       |       1        |      1       |
|     techbridge     |     6     |       1       |       1        |      1       |
|       girls        |     8     |       2       |       2        |      2       |
|      annually      |     1     |       1       |       1        |      0       |
|        week        |     1     |       1       |       1        |      0       |
|      choices       |     1     |       1       |       1        |      0       |
|      guidance      |     2     |       1       |       1        |      0       |
|      included      |     1     |       1       |       1        |      0       |
|      woodwork      |     1     |       1       |       1        |      0       |
|      teaching      |     3     |       1       |       1        |      3       |
|       family       |     6     |       1       |       1        |      1       |
|       minoux       |     1     |       1       |       1        |      0       |
|        own         |     1     |       1       |       1        |      0       |
|       issued       |     1     |       1       |       1        |      0       |
|    establishing    |     1     |       1       |       1        |      0       |
|      decrease      |     1     |       1       |       1        |      0       |
|    disturbance     |     3     |       1       |       1        |      1       |
|       waves        |     2     |       1       |       1        |      2       |
|   modifications    |     1     |       1       |       1        |      0       |
|        rod         |     1     |       1       |       1        |      1       |
|   consideration    |     1     |       1       |       1        |      0       |
|        emc         |     1     |       1       |       1        |      0       |
|        net         |     3     |       1       |       1        |      1       |
|        pre         |     1     |       1       |       1        |      1       |
|      realized      |     1     |       1       |       1        |      0       |
|       neural       |     5     |       1       |       1        |      2       |
|     traversed      |     1     |       1       |       1        |      0       |
|     encourage      |     1     |       1       |       1        |      0       |
|       might        |     1     |       1       |       1        |      0       |
|      focused       |     1     |       1       |       1        |      0       |
|    encouraging     |     1     |       1       |       1        |      0       |
|        nsf         |     3     |       1       |       1        |      0       |
|     professor      |     1     |       1       |       1        |      0       |
|      couples       |     1     |       1       |       1        |      0       |
|        male        |     1     |       1       |       1        |      1       |
|      students      |     1     |       1       |       1        |      0       |
|        boys        |     3     |       1       |       1        |      1       |
|      american      |     1     |       1       |       1        |      0       |
|      teachers      |     1     |       1       |       1        |      1       |
|       regard       |     1     |       1       |       1        |      0       |
|     something      |     1     |       1       |       1        |      0       |
|      behaved       |     1     |       1       |       1        |      0       |
|       rarely       |     1     |       1       |       1        |      0       |
|       eniac        |     1     |       1       |       1        |      1       |
|     earthworks     |     3     |       1       |       1        |      1       |
|      globally      |     1     |       1       |       1        |      0       |
|      equally       |     1     |       1       |       1        |      0       |
|       overt        |     2     |       1       |       1        |      0       |
|        away        |     1     |       1       |       1        |      0       |
|   deterministic    |     3     |       1       |       1        |      3       |
|      arrivals      |     1     |       1       |       1        |      1       |
|      proposes      |     1     |       1       |       1        |      0       |
|     maximising     |     1     |       1       |       1        |      0       |
|       steady       |     5     |       1       |       1        |      3       |
|     utilising      |     1     |       1       |       1        |      0       |
|     necessary      |     1     |       1       |       1        |      1       |
|     satisfying     |     2     |       1       |       1        |      0       |
|     mechanics      |     1     |       1       |       1        |      1       |
|     synthesis      |     3     |       1       |       1        |      1       |
|     automation     |     1     |       1       |       1        |      1       |
|      diseases      |     1     |       1       |       1        |      1       |
|      clearly       |     1     |       1       |       1        |      0       |
|       solved       |     1     |       1       |       1        |      0       |
|        ruin        |     2     |       1       |       1        |      1       |
|      drawing       |     2     |       2       |       2        |      0       |
|      quality       |     4     |       3       |       3        |      3       |
|      arguably      |     2     |       2       |       2        |      0       |
|       clicks       |     2     |       2       |       2        |      2       |
|       mortar       |     4     |       2       |       2        |      4       |
|      poisson       |     1     |       1       |       1        |      1       |
|       times        |     2     |       1       |       1        |      0       |
|        reno        |     1     |       1       |       1        |      0       |
|    implemented     |     3     |       2       |       2        |      0       |
|       lower        |     1     |       1       |       1        |      0       |
|       packet       |     2     |       1       |       1        |      2       |
|        loss        |     1     |       1       |       1        |      1       |
|        abr         |     7     |       1       |       1        |      1       |
|       assess       |     1     |       1       |       1        |      0       |
|        fair        |     1     |       1       |       1        |      1       |
|    utilization     |     1     |       1       |       1        |      1       |
|      tailored      |     1     |       1       |       1        |      0       |
|        send        |     2     |       1       |       1        |      0       |
|      carried       |     1     |       1       |       1        |      0       |
|      perfect       |     2     |       1       |       1        |      0       |
|     precision      |     3     |       1       |       1        |      1       |
|     composite      |     6     |       3       |       3        |      2       |
|        mimo        |     3     |       1       |       1        |      1       |
|      velocity      |     1     |       1       |       1        |      1       |
|        laws        |     2     |       2       |       2        |      0       |
|    fleetboston     |     1     |       1       |       1        |      1       |
|      fidelity      |     1     |       1       |       1        |      1       |
|        duty        |     2     |       1       |       1        |      0       |
|       hover        |     2     |       1       |       1        |      0       |
|    diffusively     |     1     |       1       |       1        |      0       |
|     occasional     |     1     |       1       |       1        |      0       |
|      modeled       |     1     |       1       |       1        |      0       |
|        span        |     3     |       1       |       1        |      0       |
|      behavior      |     2     |       2       |       2        |      0       |
|     facilitate     |     1     |       1       |       1        |      0       |
|      inherent      |     1     |       1       |       1        |      0       |
|       input        |     3     |       1       |       1        |      1       |
|      dealing       |     1     |       1       |       1        |      0       |
|    inheritance     |     1     |       1       |       1        |      1       |
|     reasoning      |     5     |       1       |       1        |      2       |
|       change       |     2     |       2       |       2        |      1       |
|    perspective     |     1     |       1       |       1        |      0       |
|      merchant      |     1     |       1       |       1        |      1       |
|     brokering      |     2     |       1       |       1        |      2       |
|       agents       |     6     |       1       |       1        |      3       |
|      prompted      |     1     |       1       |       1        |      0       |
|       smart        |     2     |       1       |       1        |      1       |
|     interframe     |     1     |       1       |       1        |      1       |
|        top         |     1     |       1       |       1        |      0       |
|       middle       |     1     |       1       |       1        |      0       |
|       bottom       |     1     |       1       |       1        |      0       |
|         tm         |     3     |       1       |       1        |      0       |
|       lipca        |     5     |       1       |       1        |      1       |
|      inflated      |     4     |       1       |       1        |      1       |
|      forming       |     1     |       1       |       1        |      0       |
|       alloy        |     1     |       1       |       1        |      1       |
|      opposing      |     1     |       1       |       1        |      0       |
|     exhibiting     |     2     |       1       |       1        |      0       |
|      adjacent      |     1     |       1       |       1        |      0       |
|     vibration      |     3     |       2       |       2        |      4       |
|   experimentally   |     1     |       1       |       1        |      0       |
|      subject       |     1     |       1       |       1        |      0       |
|      trained       |     12    |       2       |       2        |      0       |
|     validation     |     1     |       1       |       1        |      0       |
|      exposed       |     1     |       1       |       1        |      0       |
|        lamb        |     1     |       1       |       1        |      1       |
|    transmitted     |     1     |       1       |       1        |      0       |
|    emphasizing     |     1     |       1       |       1        |      0       |
|     regulator      |     2     |       1       |       1        |      1       |
|       strain       |     2     |       1       |       1        |      2       |
|       energy       |     9     |       1       |       1        |      4       |
|        cost        |     2     |       1       |       1        |      1       |
|       modal        |     4     |       1       |       1        |      1       |
|       agree        |     1     |       1       |       1        |      0       |
|      success       |     1     |       1       |       1        |      0       |
|     ameritrade     |     1     |       1       |       1        |      1       |
|       schwab       |     1     |       1       |       1        |      1       |
|      accepted      |     1     |       1       |       1        |      0       |
|        mrd         |     2     |       1       |       1        |      1       |
|      coupling      |     3     |       1       |       1        |      3       |
|      unwanted      |     1     |       1       |       1        |      0       |
|     rotorcraft     |     2     |       1       |       1        |      1       |
|       shear        |     4     |       1       |       1        |      2       |
|       scale        |     3     |       1       |       1        |      0       |
|        flap        |     10    |       1       |       1        |      3       |
|       shows        |     1     |       1       |       1        |      0       |
|  phenomenological  |     2     |       1       |       1        |      0       |
|     colocated      |     1     |       1       |       1        |      0       |
|        damp        |     1     |       1       |       1        |      0       |
|     multimode      |     1     |       1       |       1        |      1       |
|     intensity      |     1     |       1       |       1        |      0       |
|      forward       |     2     |       1       |       1        |      1       |
|     correlated     |     1     |       1       |       1        |      1       |
|      dataset       |     1     |       1       |       1        |      0       |
|     intersects     |     1     |       1       |       1        |      0       |
|   predominantly    |     1     |       1       |       1        |      0       |
|     receiving      |     1     |       1       |       1        |      0       |
|     volatility     |     3     |       1       |       1        |      2       |
|        trap        |     3     |       1       |       1        |      0       |
|      thereby       |     1     |       1       |       1        |      0       |
|     maximality     |     1     |       1       |       1        |      1       |
|    significance    |     1     |       1       |       1        |      0       |
|     maximized      |     2     |       1       |       1        |      0       |
|     incorrect      |     2     |       1       |       1        |      0       |
|        wave        |     1     |       1       |       1        |      1       |
|     dependence     |     2     |       1       |       1        |      1       |
|       almost       |     1     |       1       |       1        |      0       |
|        firm        |     1     |       1       |       1        |      0       |
|       learn        |     1     |       1       |       1        |      0       |
|         cm         |     2     |       1       |       1        |      0       |
|       anyone       |     1     |       1       |       1        |      0       |
|      embrace       |     1     |       1       |       1        |      0       |
|       ousts        |     1     |       1       |       1        |      0       |
|      chicago       |     2     |       1       |       1        |      1       |
|     macgregor      |     2     |       1       |       1        |      1       |
|        llc         |     1     |       1       |       1        |      0       |
|    reachability    |     2     |       1       |       1        |      1       |
|       state        |     4     |       1       |       1        |      3       |
|      checking      |     5     |       1       |       1        |      1       |
|     combating      |     1     |       1       |       1        |      0       |
|      contexts      |     1     |       1       |       1        |      0       |
|      explore       |     1     |       1       |       1        |      0       |
|     algorithms     |     1     |       1       |       1        |      0       |
|       visual       |     3     |       1       |       1        |      2       |
|      hycharts      |     4     |       1       |       1        |      1       |
|       clear        |     1     |       1       |       1        |      0       |
|      consist       |     1     |       1       |       1        |      0       |
|      operator      |     1     |       1       |       1        |      0       |
|     transport      |     2     |       1       |       1        |      1       |
|      quickly       |     1     |       1       |       1        |      0       |
